run,method,seed,query_set,task,subset,ndcg_at_10
G1-R2-RL-GradedNDCG64-CP-Align060-ShortlistUniform-K0-T1-Pairwise050-s42,G1-R2-RL-GradedNDCG64-CP-Align060-ShortlistUniform-K0-T1-Pairwise050,42,original,BrightRetrieval,pony,0.0217
G1-R2-RL-GradedNDCG64-CP-Align060-ShortlistUniform-K0-T1-Pairwise050-s42,G1-R2-RL-GradedNDCG64-CP-Align060-ShortlistUniform-K0-T1-Pairwise050,42,original,BrightRetrieval,leetcode,0.0938
G1-R2-RL-GradedNDCG64-CP-Align060-ShortlistUniform-K0-T1-Pairwise050-s42,G1-R2-RL-GradedNDCG64-CP-Align060-ShortlistUniform-K0-T1-Pairwise050,42,original,BrightRetrieval,aops,0.0276
G1-R2-RL-GradedNDCG64-CP-Align060-ShortlistUniform-K0-T1-Pairwise050-s42,G1-R2-RL-GradedNDCG64-CP-Align060-ShortlistUniform-K0-T1-Pairwise050,42,original,BrightRetrieval,theoremqa_theorems,0.2615
G1-R2-RL-GradedNDCG64-CP-Align060-ShortlistUniform-K0-T1-Pairwise050-s42,G1-R2-RL-GradedNDCG64-CP-Align060-ShortlistUniform-K0-T1-Pairwise050,42,original,BrightRetrieval,theoremqa_questions,0.1867
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR,2026,original,BrightRetrieval,biology,0.3239
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR,2026,original,BrightRetrieval,earth_science,0.2820
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR,2026,original,BrightRetrieval,economics,0.2222
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR,2026,original,BrightRetrieval,psychology,0.2345
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR,2026,original,BrightRetrieval,robotics,0.1363
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR,2026,original,BrightRetrieval,stackoverflow,0.2676
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR,2026,original,BrightRetrieval,sustainable_living,0.1676
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR,2026,original,BrightRetrieval,pony,0.0115
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR,2026,original,BrightRetrieval,leetcode,0.0843
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR,2026,original,BrightRetrieval,aops,0.0284
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR,2026,original,BrightRetrieval,theoremqa_theorems,0.3479
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR,2026,original,BrightRetrieval,theoremqa_questions,0.1664
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR-Seed3407-s3407,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR,3407,original,BrightRetrieval,biology,0.3322
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR-Seed3407-s3407,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR,3407,original,BrightRetrieval,earth_science,0.2726
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR-Seed3407-s3407,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR,3407,original,BrightRetrieval,economics,0.2351
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR-Seed3407-s3407,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR,3407,original,BrightRetrieval,psychology,0.2076
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR-Seed3407-s3407,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR,3407,original,BrightRetrieval,robotics,0.1237
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR-Seed3407-s3407,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR,3407,original,BrightRetrieval,stackoverflow,0.2772
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR-Seed3407-s3407,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR,3407,original,BrightRetrieval,sustainable_living,0.1639
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR-Seed3407-s3407,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR,3407,original,BrightRetrieval,pony,0.0094
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR-Seed3407-s3407,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR,3407,original,BrightRetrieval,leetcode,0.0753
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR-Seed3407-s3407,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR,3407,original,BrightRetrieval,aops,0.0268
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR-Seed3407-s3407,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR,3407,original,BrightRetrieval,theoremqa_theorems,0.3277
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR-Seed3407-s3407,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR,3407,original,BrightRetrieval,theoremqa_questions,0.1631
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR-s42,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR,42,original,BrightRetrieval,biology,0.3301
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR-s42,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR,42,original,BrightRetrieval,earth_science,0.2858
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR-s42,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR,42,original,BrightRetrieval,economics,0.2289
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR-s42,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR,42,original,BrightRetrieval,psychology,0.2250
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR-s42,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR,42,original,BrightRetrieval,robotics,0.1525
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR-s42,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR,42,original,BrightRetrieval,stackoverflow,0.2856
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR-s42,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR,42,original,BrightRetrieval,sustainable_living,0.1630
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR-s42,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR,42,original,BrightRetrieval,pony,0.0146
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR-s42,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR,42,original,BrightRetrieval,leetcode,0.0862
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR-s42,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR,42,original,BrightRetrieval,aops,0.0283
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR-s42,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR,42,original,BrightRetrieval,theoremqa_theorems,0.3458
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR-s42,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryMRR,42,original,BrightRetrieval,theoremqa_questions,0.1705
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG,2026,original,BrightRetrieval,biology,0.2560
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG,2026,original,BrightRetrieval,earth_science,0.2363
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG,2026,original,BrightRetrieval,economics,0.1954
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG,2026,original,BrightRetrieval,psychology,0.1910
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG,2026,original,BrightRetrieval,robotics,0.1106
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG,2026,original,BrightRetrieval,stackoverflow,0.2782
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG,2026,original,BrightRetrieval,sustainable_living,0.1638
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG,2026,original,BrightRetrieval,pony,0.0136
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG,2026,original,BrightRetrieval,leetcode,0.0738
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG,2026,original,BrightRetrieval,aops,0.0207
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG,2026,original,BrightRetrieval,theoremqa_theorems,0.3071
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG,2026,original,BrightRetrieval,theoremqa_questions,0.1646
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG-Seed3407-s3407,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG,3407,original,BrightRetrieval,biology,0.2976
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG-Seed3407-s3407,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG,3407,original,BrightRetrieval,earth_science,0.2559
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG-Seed3407-s3407,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG,3407,original,BrightRetrieval,economics,0.2259
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG-Seed3407-s3407,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG,3407,original,BrightRetrieval,psychology,0.2294
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG-Seed3407-s3407,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG,3407,original,BrightRetrieval,robotics,0.1281
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG-Seed3407-s3407,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG,3407,original,BrightRetrieval,stackoverflow,0.2748
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG-Seed3407-s3407,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG,3407,original,BrightRetrieval,sustainable_living,0.1721
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG-Seed3407-s3407,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG,3407,original,BrightRetrieval,pony,0.0143
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG-Seed3407-s3407,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG,3407,original,BrightRetrieval,leetcode,0.0762
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG-Seed3407-s3407,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG,3407,original,BrightRetrieval,aops,0.0236
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG-Seed3407-s3407,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG,3407,original,BrightRetrieval,theoremqa_theorems,0.3016
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG-Seed3407-s3407,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG,3407,original,BrightRetrieval,theoremqa_questions,0.1656
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG-s42,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG,42,original,BrightRetrieval,biology,0.2552
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG-s42,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG,42,original,BrightRetrieval,earth_science,0.2320
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG-s42,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG,42,original,BrightRetrieval,economics,0.2189
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG-s42,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG,42,original,BrightRetrieval,psychology,0.2164
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG-s42,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG,42,original,BrightRetrieval,robotics,0.1270
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG-s42,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG,42,original,BrightRetrieval,stackoverflow,0.3217
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG-s42,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG,42,original,BrightRetrieval,sustainable_living,0.1783
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG-s42,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG,42,original,BrightRetrieval,pony,0.0151
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG-s42,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG,42,original,BrightRetrieval,leetcode,0.0765
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG-s42,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG,42,original,BrightRetrieval,aops,0.0160
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG-s42,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG,42,original,BrightRetrieval,theoremqa_theorems,0.2934
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG-s42,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-BinaryNDCG,42,original,BrightRetrieval,theoremqa_questions,0.1541
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050,2026,original,BrightRetrieval,biology,0.4608
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050,2026,original,BrightRetrieval,earth_science,0.3721
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050,2026,original,BrightRetrieval,economics,0.2900
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050,2026,original,BrightRetrieval,psychology,0.3284
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050,2026,original,BrightRetrieval,robotics,0.1866
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050,2026,original,BrightRetrieval,stackoverflow,0.2863
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050,2026,original,BrightRetrieval,sustainable_living,0.2475
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050,2026,original,BrightRetrieval,pony,0.0208
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050,2026,original,BrightRetrieval,leetcode,0.0954
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050,2026,original,BrightRetrieval,aops,0.0252
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050,2026,original,BrightRetrieval,theoremqa_theorems,0.2959
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050,2026,original,BrightRetrieval,theoremqa_questions,0.1857
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050,2026,gpt_reasoning,BrightRetrieval,biology,0.6400
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050,2026,gpt_reasoning,BrightRetrieval,earth_science,0.5341
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050,2026,gpt_reasoning,BrightRetrieval,economics,0.4543
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050,2026,gpt_reasoning,BrightRetrieval,psychology,0.5336
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050,2026,gpt_reasoning,BrightRetrieval,robotics,0.3308
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050,2026,gpt_reasoning,BrightRetrieval,stackoverflow,0.3355
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050,2026,gpt_reasoning,BrightRetrieval,sustainable_living,0.4556
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050,2026,gpt_reasoning,BrightRetrieval,pony,0.0208
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050,2026,gpt_reasoning,BrightRetrieval,leetcode,0.0954
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050,2026,gpt_reasoning,BrightRetrieval,aops,0.0702
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050,2026,gpt_reasoning,BrightRetrieval,theoremqa_theorems,0.6933
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050-Seed2026-s2026,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050,2026,gpt_reasoning,BrightRetrieval,theoremqa_questions,0.2581
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050-Seed3407-s3407,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050,3407,original,BrightRetrieval,biology,0.4674
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050-Seed3407-s3407,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050,3407,original,BrightRetrieval,earth_science,0.3800
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050-Seed3407-s3407,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050,3407,original,BrightRetrieval,economics,0.2848
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050-Seed3407-s3407,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050,3407,original,BrightRetrieval,psychology,0.3515
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050-Seed3407-s3407,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050,3407,original,BrightRetrieval,robotics,0.1804
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050-Seed3407-s3407,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050,3407,original,BrightRetrieval,stackoverflow,0.2906
G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050-Seed3407-s3407,G1-R2-RL-GradedNDCG64-CP-Align070-ShortlistUniform-K0-T1-Pairwise050,3407,original,BrightRetrieval,sustainable_living,0.2547
