backbone,method,seed,run,query_set,subset,ndcg_at_10,score,run_status,source
4b,lambdaloss,42,Q4B-LORA-LambdaLoss,gpt4-reasoning,leetcode,0.18986,18.986,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-LambdaLoss-s42/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-LambdaLoss-s42-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,lambdaloss,42,Q4B-LORA-LambdaLoss,gpt4-reasoning,aops,0.03454,3.454,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-LambdaLoss-s42/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-LambdaLoss-s42-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,lambdaloss,42,Q4B-LORA-LambdaLoss,gpt4-reasoning,theoremqa_theorems,0.4078,40.78,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-LambdaLoss-s42/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-LambdaLoss-s42-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,lambdaloss,42,Q4B-LORA-LambdaLoss,gpt4-reasoning,theoremqa_questions,0.21471,21.471,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-LambdaLoss-s42/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-LambdaLoss-s42-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,lambdaloss,3407,Q4B-LORA-LambdaLoss-Seed3407,gpt4-reasoning,biology,0.35138,35.138000000000005,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-LambdaLoss-Seed3407-s3407/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-LambdaLoss-Seed3407-s3407-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,lambdaloss,3407,Q4B-LORA-LambdaLoss-Seed3407,gpt4-reasoning,earth_science,0.38435,38.435,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-LambdaLoss-Seed3407-s3407/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-LambdaLoss-Seed3407-s3407-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,lambdaloss,3407,Q4B-LORA-LambdaLoss-Seed3407,gpt4-reasoning,economics,0.25635,25.635,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-LambdaLoss-Seed3407-s3407/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-LambdaLoss-Seed3407-s3407-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,lambdaloss,3407,Q4B-LORA-LambdaLoss-Seed3407,gpt4-reasoning,psychology,0.37128999999999995,37.129,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-LambdaLoss-Seed3407-s3407/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-LambdaLoss-Seed3407-s3407-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,lambdaloss,3407,Q4B-LORA-LambdaLoss-Seed3407,gpt4-reasoning,robotics,0.23137,23.137,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-LambdaLoss-Seed3407-s3407/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-LambdaLoss-Seed3407-s3407-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,lambdaloss,3407,Q4B-LORA-LambdaLoss-Seed3407,gpt4-reasoning,stackoverflow,0.29852,29.852,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-LambdaLoss-Seed3407-s3407/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-LambdaLoss-Seed3407-s3407-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,lambdaloss,3407,Q4B-LORA-LambdaLoss-Seed3407,gpt4-reasoning,sustainable_living,0.29803,29.803,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-LambdaLoss-Seed3407-s3407/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-LambdaLoss-Seed3407-s3407-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,lambdaloss,3407,Q4B-LORA-LambdaLoss-Seed3407,gpt4-reasoning,pony,0.07037,7.037,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-LambdaLoss-Seed3407-s3407/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-LambdaLoss-Seed3407-s3407-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,lambdaloss,3407,Q4B-LORA-LambdaLoss-Seed3407,gpt4-reasoning,leetcode,0.16922,16.922,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-LambdaLoss-Seed3407-s3407/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-LambdaLoss-Seed3407-s3407-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,lambdaloss,3407,Q4B-LORA-LambdaLoss-Seed3407,gpt4-reasoning,aops,0.030910000000000003,3.091,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-LambdaLoss-Seed3407-s3407/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-LambdaLoss-Seed3407-s3407-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,lambdaloss,3407,Q4B-LORA-LambdaLoss-Seed3407,gpt4-reasoning,theoremqa_theorems,0.39556,39.556000000000004,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-LambdaLoss-Seed3407-s3407/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-LambdaLoss-Seed3407-s3407-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,lambdaloss,3407,Q4B-LORA-LambdaLoss-Seed3407,gpt4-reasoning,theoremqa_questions,0.2014,20.14,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-LambdaLoss-Seed3407-s3407/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-LambdaLoss-Seed3407-s3407-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,lambdaloss,2026,Q4B-LORA-LambdaLoss-Seed2026,gpt4-reasoning,biology,0.35831,35.831,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-LambdaLoss-Seed2026-s2026/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-LambdaLoss-Seed2026-s2026-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,lambdaloss,2026,Q4B-LORA-LambdaLoss-Seed2026,gpt4-reasoning,earth_science,0.40082999999999996,40.083,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-LambdaLoss-Seed2026-s2026/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-LambdaLoss-Seed2026-s2026-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,lambdaloss,2026,Q4B-LORA-LambdaLoss-Seed2026,gpt4-reasoning,economics,0.25302,25.302000000000003,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-LambdaLoss-Seed2026-s2026/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-LambdaLoss-Seed2026-s2026-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,lambdaloss,2026,Q4B-LORA-LambdaLoss-Seed2026,gpt4-reasoning,psychology,0.36533,36.533,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-LambdaLoss-Seed2026-s2026/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-LambdaLoss-Seed2026-s2026-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,lambdaloss,2026,Q4B-LORA-LambdaLoss-Seed2026,gpt4-reasoning,robotics,0.21343,21.343,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-LambdaLoss-Seed2026-s2026/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-LambdaLoss-Seed2026-s2026-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,lambdaloss,2026,Q4B-LORA-LambdaLoss-Seed2026,gpt4-reasoning,stackoverflow,0.29896,29.896,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-LambdaLoss-Seed2026-s2026/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-LambdaLoss-Seed2026-s2026-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,lambdaloss,2026,Q4B-LORA-LambdaLoss-Seed2026,gpt4-reasoning,sustainable_living,0.29542,29.542,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-LambdaLoss-Seed2026-s2026/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-LambdaLoss-Seed2026-s2026-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,lambdaloss,2026,Q4B-LORA-LambdaLoss-Seed2026,gpt4-reasoning,pony,0.07582,7.582,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-LambdaLoss-Seed2026-s2026/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-LambdaLoss-Seed2026-s2026-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,lambdaloss,2026,Q4B-LORA-LambdaLoss-Seed2026,gpt4-reasoning,leetcode,0.17614999999999997,17.615,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-LambdaLoss-Seed2026-s2026/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-LambdaLoss-Seed2026-s2026-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,lambdaloss,2026,Q4B-LORA-LambdaLoss-Seed2026,gpt4-reasoning,aops,0.03309,3.309,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-LambdaLoss-Seed2026-s2026/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-LambdaLoss-Seed2026-s2026-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,lambdaloss,2026,Q4B-LORA-LambdaLoss-Seed2026,gpt4-reasoning,theoremqa_theorems,0.39307,39.306999999999995,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-LambdaLoss-Seed2026-s2026/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-LambdaLoss-Seed2026-s2026-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,lambdaloss,2026,Q4B-LORA-LambdaLoss-Seed2026,gpt4-reasoning,theoremqa_questions,0.21029,21.029,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-LambdaLoss-Seed2026-s2026/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-LambdaLoss-Seed2026-s2026-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,reler,42,Q4B-LORA-RELER-K0,gpt4-reasoning,biology,0.51694,51.693999999999996,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-RELER-K0-s42/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-RELER-K0-s42-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,reler,42,Q4B-LORA-RELER-K0,gpt4-reasoning,earth_science,0.50374,50.373999999999995,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-RELER-K0-s42/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-RELER-K0-s42-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,reler,42,Q4B-LORA-RELER-K0,gpt4-reasoning,economics,0.32354,32.354,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-RELER-K0-s42/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-RELER-K0-s42-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,reler,42,Q4B-LORA-RELER-K0,gpt4-reasoning,psychology,0.44554000000000005,44.554,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-RELER-K0-s42/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-RELER-K0-s42-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,reler,42,Q4B-LORA-RELER-K0,gpt4-reasoning,robotics,0.26224,26.223999999999997,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-RELER-K0-s42/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-RELER-K0-s42-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,reler,42,Q4B-LORA-RELER-K0,gpt4-reasoning,stackoverflow,0.37398,37.397999999999996,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-RELER-K0-s42/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-RELER-K0-s42-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,reler,42,Q4B-LORA-RELER-K0,gpt4-reasoning,sustainable_living,0.32633,32.633,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-RELER-K0-s42/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-RELER-K0-s42-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,reler,42,Q4B-LORA-RELER-K0,gpt4-reasoning,pony,0.13308,13.308,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-RELER-K0-s42/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-RELER-K0-s42-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,reler,42,Q4B-LORA-RELER-K0,gpt4-reasoning,leetcode,0.13238,13.238,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-RELER-K0-s42/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-RELER-K0-s42-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,reler,42,Q4B-LORA-RELER-K0,gpt4-reasoning,aops,0.03965,3.965,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-RELER-K0-s42/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-RELER-K0-s42-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,reler,42,Q4B-LORA-RELER-K0,gpt4-reasoning,theoremqa_theorems,0.43140999999999996,43.141,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-RELER-K0-s42/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-RELER-K0-s42-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,reler,42,Q4B-LORA-RELER-K0,gpt4-reasoning,theoremqa_questions,0.20409,20.409,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-RELER-K0-s42/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-RELER-K0-s42-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,reler,3407,Q4B-LORA-RELER-K0-Seed3407,gpt4-reasoning,biology,0.5375,53.75,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-RELER-K0-Seed3407-s3407/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-RELER-K0-Seed3407-s3407-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,reler,3407,Q4B-LORA-RELER-K0-Seed3407,gpt4-reasoning,earth_science,0.53338,53.337999999999994,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-RELER-K0-Seed3407-s3407/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-RELER-K0-Seed3407-s3407-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,reler,3407,Q4B-LORA-RELER-K0-Seed3407,gpt4-reasoning,economics,0.31576,31.575999999999997,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-RELER-K0-Seed3407-s3407/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-RELER-K0-Seed3407-s3407-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,reler,3407,Q4B-LORA-RELER-K0-Seed3407,gpt4-reasoning,psychology,0.45734,45.734,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-RELER-K0-Seed3407-s3407/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-RELER-K0-Seed3407-s3407-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,reler,3407,Q4B-LORA-RELER-K0-Seed3407,gpt4-reasoning,robotics,0.28401,28.401,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-RELER-K0-Seed3407-s3407/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-RELER-K0-Seed3407-s3407-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,reler,3407,Q4B-LORA-RELER-K0-Seed3407,gpt4-reasoning,stackoverflow,0.39459000000000005,39.459,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-RELER-K0-Seed3407-s3407/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-RELER-K0-Seed3407-s3407-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,reler,3407,Q4B-LORA-RELER-K0-Seed3407,gpt4-reasoning,sustainable_living,0.33539,33.539,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-RELER-K0-Seed3407-s3407/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-RELER-K0-Seed3407-s3407-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,reler,3407,Q4B-LORA-RELER-K0-Seed3407,gpt4-reasoning,pony,0.15675,15.675,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-RELER-K0-Seed3407-s3407/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-RELER-K0-Seed3407-s3407-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,reler,3407,Q4B-LORA-RELER-K0-Seed3407,gpt4-reasoning,leetcode,0.11514,11.514000000000001,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-RELER-K0-Seed3407-s3407/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-RELER-K0-Seed3407-s3407-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,reler,3407,Q4B-LORA-RELER-K0-Seed3407,gpt4-reasoning,aops,0.04149,4.149,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-RELER-K0-Seed3407-s3407/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-RELER-K0-Seed3407-s3407-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,reler,3407,Q4B-LORA-RELER-K0-Seed3407,gpt4-reasoning,theoremqa_theorems,0.42,42.0,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-RELER-K0-Seed3407-s3407/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-RELER-K0-Seed3407-s3407-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,reler,3407,Q4B-LORA-RELER-K0-Seed3407,gpt4-reasoning,theoremqa_questions,0.19059,19.059,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-RELER-K0-Seed3407-s3407/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-RELER-K0-Seed3407-s3407-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,reler,2026,Q4B-LORA-RELER-K0-Seed2026,gpt4-reasoning,biology,0.51955,51.955,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-RELER-K0-Seed2026-s2026/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-RELER-K0-Seed2026-s2026-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
4b,reler,2026,Q4B-LORA-RELER-K0-Seed2026,gpt4-reasoning,earth_science,0.50005,50.005,complete,/mnt/tidal-alsh-share2/dataset/liuqi18/E2Rank/checkpoints/iclr2027-qwen3-embedding-4b-lora/Q4B-LORA-RELER-K0-Seed2026-s2026/mteb_eval/bright_gpt_reasoning/query-gpt4-reasoning/iclr2027-qwen3-embedding-4b-lora__Q4B-LORA-RELER-K0-Seed2026-s2026-merged__tokens-v2__pool-fp32/no_revision_available/BrightRetrieval.json
