run,method,seed,query_set,task,subset,ndcg_at_10
Q4B-LORA-RELER-K0-Seed3407-s3407,Q4B-LORA-RELER-K0,3407,gpt_reasoning,BrightRetrieval,stackoverflow,0.3884
Q4B-LORA-RELER-K0-Seed3407-s3407,Q4B-LORA-RELER-K0,3407,gpt_reasoning,BrightRetrieval,sustainable_living,0.5170
Q4B-LORA-RELER-K0-Seed3407-s3407,Q4B-LORA-RELER-K0,3407,gpt_reasoning,BrightRetrieval,pony,0.1127
Q4B-LORA-RELER-K0-Seed3407-s3407,Q4B-LORA-RELER-K0,3407,gpt_reasoning,BrightRetrieval,leetcode,0.1305
Q4B-LORA-RELER-K0-Seed3407-s3407,Q4B-LORA-RELER-K0,3407,gpt_reasoning,BrightRetrieval,aops,0.0804
Q4B-LORA-RELER-K0-Seed3407-s3407,Q4B-LORA-RELER-K0,3407,gpt_reasoning,BrightRetrieval,theoremqa_theorems,0.6579
Q4B-LORA-RELER-K0-Seed3407-s3407,Q4B-LORA-RELER-K0,3407,gpt_reasoning,BrightRetrieval,theoremqa_questions,0.2542
Q4B-LORA-RELER-K0-s42,Q4B-LORA-RELER-K0,42,original,BrightRetrieval,biology,0.4718
Q4B-LORA-RELER-K0-s42,Q4B-LORA-RELER-K0,42,original,BrightRetrieval,earth_science,0.4899
Q4B-LORA-RELER-K0-s42,Q4B-LORA-RELER-K0,42,original,BrightRetrieval,economics,0.3340
Q4B-LORA-RELER-K0-s42,Q4B-LORA-RELER-K0,42,original,BrightRetrieval,psychology,0.4321
Q4B-LORA-RELER-K0-s42,Q4B-LORA-RELER-K0,42,original,BrightRetrieval,robotics,0.2472
Q4B-LORA-RELER-K0-s42,Q4B-LORA-RELER-K0,42,original,BrightRetrieval,stackoverflow,0.3301
Q4B-LORA-RELER-K0-s42,Q4B-LORA-RELER-K0,42,original,BrightRetrieval,sustainable_living,0.3303
Q4B-LORA-RELER-K0-s42,Q4B-LORA-RELER-K0,42,original,BrightRetrieval,pony,0.1074
Q4B-LORA-RELER-K0-s42,Q4B-LORA-RELER-K0,42,original,BrightRetrieval,leetcode,0.1415
Q4B-LORA-RELER-K0-s42,Q4B-LORA-RELER-K0,42,original,BrightRetrieval,aops,0.0321
Q4B-LORA-RELER-K0-s42,Q4B-LORA-RELER-K0,42,original,BrightRetrieval,theoremqa_theorems,0.4738
Q4B-LORA-RELER-K0-s42,Q4B-LORA-RELER-K0,42,original,BrightRetrieval,theoremqa_questions,0.2078
Q4B-LORA-RELER-K0-s42,Q4B-LORA-RELER-K0,42,gpt_reasoning,BrightRetrieval,biology,0.6335
Q4B-LORA-RELER-K0-s42,Q4B-LORA-RELER-K0,42,gpt_reasoning,BrightRetrieval,earth_science,0.5767
Q4B-LORA-RELER-K0-s42,Q4B-LORA-RELER-K0,42,gpt_reasoning,BrightRetrieval,economics,0.5169
Q4B-LORA-RELER-K0-s42,Q4B-LORA-RELER-K0,42,gpt_reasoning,BrightRetrieval,psychology,0.5665
Q4B-LORA-RELER-K0-s42,Q4B-LORA-RELER-K0,42,gpt_reasoning,BrightRetrieval,robotics,0.3739
Q4B-LORA-RELER-K0-s42,Q4B-LORA-RELER-K0,42,gpt_reasoning,BrightRetrieval,stackoverflow,0.3750
Q4B-LORA-RELER-K0-s42,Q4B-LORA-RELER-K0,42,gpt_reasoning,BrightRetrieval,sustainable_living,0.5071
Q4B-LORA-RELER-K0-s42,Q4B-LORA-RELER-K0,42,gpt_reasoning,BrightRetrieval,pony,0.1074
Q4B-LORA-RELER-K0-s42,Q4B-LORA-RELER-K0,42,gpt_reasoning,BrightRetrieval,leetcode,0.1415
Q4B-LORA-RELER-K0-s42,Q4B-LORA-RELER-K0,42,gpt_reasoning,BrightRetrieval,aops,0.0691
Q4B-LORA-RELER-K0-s42,Q4B-LORA-RELER-K0,42,gpt_reasoning,BrightRetrieval,theoremqa_theorems,0.6814
Q4B-LORA-RELER-K0-s42,Q4B-LORA-RELER-K0,42,gpt_reasoning,BrightRetrieval,theoremqa_questions,0.2640
Q4B-LORA-RELER-NoPairwise-CP-Seed2026-s2026,Q4B-LORA-RELER-NoPairwise-CP,2026,original,BrightRetrieval,biology,0.4345
Q4B-LORA-RELER-NoPairwise-CP-Seed2026-s2026,Q4B-LORA-RELER-NoPairwise-CP,2026,original,BrightRetrieval,earth_science,0.4550
Q4B-LORA-RELER-NoPairwise-CP-Seed2026-s2026,Q4B-LORA-RELER-NoPairwise-CP,2026,original,BrightRetrieval,economics,0.3028
Q4B-LORA-RELER-NoPairwise-CP-Seed2026-s2026,Q4B-LORA-RELER-NoPairwise-CP,2026,original,BrightRetrieval,psychology,0.4155
Q4B-LORA-RELER-NoPairwise-CP-Seed2026-s2026,Q4B-LORA-RELER-NoPairwise-CP,2026,original,BrightRetrieval,robotics,0.2144
Q4B-LORA-RELER-NoPairwise-CP-Seed2026-s2026,Q4B-LORA-RELER-NoPairwise-CP,2026,original,BrightRetrieval,stackoverflow,0.2955
Q4B-LORA-RELER-NoPairwise-CP-Seed2026-s2026,Q4B-LORA-RELER-NoPairwise-CP,2026,original,BrightRetrieval,sustainable_living,0.3266
Q4B-LORA-RELER-NoPairwise-CP-Seed2026-s2026,Q4B-LORA-RELER-NoPairwise-CP,2026,original,BrightRetrieval,pony,0.0598
Q4B-LORA-RELER-NoPairwise-CP-Seed2026-s2026,Q4B-LORA-RELER-NoPairwise-CP,2026,original,BrightRetrieval,leetcode,0.1509
Q4B-LORA-RELER-NoPairwise-CP-Seed2026-s2026,Q4B-LORA-RELER-NoPairwise-CP,2026,original,BrightRetrieval,aops,0.0376
Q4B-LORA-RELER-NoPairwise-CP-Seed2026-s2026,Q4B-LORA-RELER-NoPairwise-CP,2026,original,BrightRetrieval,theoremqa_theorems,0.4714
Q4B-LORA-RELER-NoPairwise-CP-Seed2026-s2026,Q4B-LORA-RELER-NoPairwise-CP,2026,original,BrightRetrieval,theoremqa_questions,0.2161
Q4B-LORA-RELER-NoPairwise-CP-Seed3407-s3407,Q4B-LORA-RELER-NoPairwise-CP,3407,original,BrightRetrieval,biology,0.4203
Q4B-LORA-RELER-NoPairwise-CP-Seed3407-s3407,Q4B-LORA-RELER-NoPairwise-CP,3407,original,BrightRetrieval,earth_science,0.4545
Q4B-LORA-RELER-NoPairwise-CP-Seed3407-s3407,Q4B-LORA-RELER-NoPairwise-CP,3407,original,BrightRetrieval,economics,0.2984
Q4B-LORA-RELER-NoPairwise-CP-Seed3407-s3407,Q4B-LORA-RELER-NoPairwise-CP,3407,original,BrightRetrieval,psychology,0.4220
Q4B-LORA-RELER-NoPairwise-CP-Seed3407-s3407,Q4B-LORA-RELER-NoPairwise-CP,3407,original,BrightRetrieval,robotics,0.2160
Q4B-LORA-RELER-NoPairwise-CP-Seed3407-s3407,Q4B-LORA-RELER-NoPairwise-CP,3407,original,BrightRetrieval,stackoverflow,0.2936
Q4B-LORA-RELER-NoPairwise-CP-Seed3407-s3407,Q4B-LORA-RELER-NoPairwise-CP,3407,original,BrightRetrieval,sustainable_living,0.3368
Q4B-LORA-RELER-NoPairwise-CP-Seed3407-s3407,Q4B-LORA-RELER-NoPairwise-CP,3407,original,BrightRetrieval,pony,0.0582
Q4B-LORA-RELER-NoPairwise-CP-Seed3407-s3407,Q4B-LORA-RELER-NoPairwise-CP,3407,original,BrightRetrieval,leetcode,0.1476
Q4B-LORA-RELER-NoPairwise-CP-Seed3407-s3407,Q4B-LORA-RELER-NoPairwise-CP,3407,original,BrightRetrieval,aops,0.0360
Q4B-LORA-RELER-NoPairwise-CP-Seed3407-s3407,Q4B-LORA-RELER-NoPairwise-CP,3407,original,BrightRetrieval,theoremqa_theorems,0.4724
Q4B-LORA-RELER-NoPairwise-CP-Seed3407-s3407,Q4B-LORA-RELER-NoPairwise-CP,3407,original,BrightRetrieval,theoremqa_questions,0.2138
Q4B-LORA-RELER-NoPairwise-CP-s42,Q4B-LORA-RELER-NoPairwise-CP,42,original,BrightRetrieval,biology,0.4068
Q4B-LORA-RELER-NoPairwise-CP-s42,Q4B-LORA-RELER-NoPairwise-CP,42,original,BrightRetrieval,earth_science,0.4326
Q4B-LORA-RELER-NoPairwise-CP-s42,Q4B-LORA-RELER-NoPairwise-CP,42,original,BrightRetrieval,economics,0.2945
Q4B-LORA-RELER-NoPairwise-CP-s42,Q4B-LORA-RELER-NoPairwise-CP,42,original,BrightRetrieval,psychology,0.4101
Q4B-LORA-RELER-NoPairwise-CP-s42,Q4B-LORA-RELER-NoPairwise-CP,42,original,BrightRetrieval,robotics,0.2146
Q4B-LORA-RELER-NoPairwise-CP-s42,Q4B-LORA-RELER-NoPairwise-CP,42,original,BrightRetrieval,stackoverflow,0.3021
Q4B-LORA-RELER-NoPairwise-CP-s42,Q4B-LORA-RELER-NoPairwise-CP,42,original,BrightRetrieval,sustainable_living,0.3189
Q4B-LORA-RELER-NoPairwise-CP-s42,Q4B-LORA-RELER-NoPairwise-CP,42,original,BrightRetrieval,pony,0.0556
Q4B-LORA-RELER-NoPairwise-CP-s42,Q4B-LORA-RELER-NoPairwise-CP,42,original,BrightRetrieval,leetcode,0.1609
Q4B-LORA-RELER-NoPairwise-CP-s42,Q4B-LORA-RELER-NoPairwise-CP,42,original,BrightRetrieval,aops,0.0387
Q4B-LORA-RELER-NoPairwise-CP-s42,Q4B-LORA-RELER-NoPairwise-CP,42,original,BrightRetrieval,theoremqa_theorems,0.4723
Q4B-LORA-RELER-NoPairwise-CP-s42,Q4B-LORA-RELER-NoPairwise-CP,42,original,BrightRetrieval,theoremqa_questions,0.2181
Q4B-LORA-RELER-NoPairwise-RLOO-Seed2026-s2026,Q4B-LORA-RELER-NoPairwise-RLOO,2026,original,BrightRetrieval,biology,0.3126
Q4B-LORA-RELER-NoPairwise-RLOO-Seed2026-s2026,Q4B-LORA-RELER-NoPairwise-RLOO,2026,original,BrightRetrieval,earth_science,0.3893
Q4B-LORA-RELER-NoPairwise-RLOO-Seed2026-s2026,Q4B-LORA-RELER-NoPairwise-RLOO,2026,original,BrightRetrieval,economics,0.2530
Q4B-LORA-RELER-NoPairwise-RLOO-Seed2026-s2026,Q4B-LORA-RELER-NoPairwise-RLOO,2026,original,BrightRetrieval,psychology,0.3377
Q4B-LORA-RELER-NoPairwise-RLOO-Seed2026-s2026,Q4B-LORA-RELER-NoPairwise-RLOO,2026,original,BrightRetrieval,robotics,0.1640
Q4B-LORA-RELER-NoPairwise-RLOO-Seed2026-s2026,Q4B-LORA-RELER-NoPairwise-RLOO,2026,original,BrightRetrieval,stackoverflow,0.2566
Q4B-LORA-RELER-NoPairwise-RLOO-Seed2026-s2026,Q4B-LORA-RELER-NoPairwise-RLOO,2026,original,BrightRetrieval,sustainable_living,0.2693
Q4B-LORA-RELER-NoPairwise-RLOO-Seed2026-s2026,Q4B-LORA-RELER-NoPairwise-RLOO,2026,original,BrightRetrieval,pony,0.0288
Q4B-LORA-RELER-NoPairwise-RLOO-Seed2026-s2026,Q4B-LORA-RELER-NoPairwise-RLOO,2026,original,BrightRetrieval,leetcode,0.1592
Q4B-LORA-RELER-NoPairwise-RLOO-Seed2026-s2026,Q4B-LORA-RELER-NoPairwise-RLOO,2026,original,BrightRetrieval,aops,0.0420
Q4B-LORA-RELER-NoPairwise-RLOO-Seed2026-s2026,Q4B-LORA-RELER-NoPairwise-RLOO,2026,original,BrightRetrieval,theoremqa_theorems,0.4412
Q4B-LORA-RELER-NoPairwise-RLOO-Seed2026-s2026,Q4B-LORA-RELER-NoPairwise-RLOO,2026,original,BrightRetrieval,theoremqa_questions,0.2204
Q4B-LORA-RELER-NoPairwise-RLOO-Seed3407-s3407,Q4B-LORA-RELER-NoPairwise-RLOO,3407,original,BrightRetrieval,biology,0.3006
Q4B-LORA-RELER-NoPairwise-RLOO-Seed3407-s3407,Q4B-LORA-RELER-NoPairwise-RLOO,3407,original,BrightRetrieval,earth_science,0.3773
Q4B-LORA-RELER-NoPairwise-RLOO-Seed3407-s3407,Q4B-LORA-RELER-NoPairwise-RLOO,3407,original,BrightRetrieval,economics,0.2596
Q4B-LORA-RELER-NoPairwise-RLOO-Seed3407-s3407,Q4B-LORA-RELER-NoPairwise-RLOO,3407,original,BrightRetrieval,psychology,0.3460
Q4B-LORA-RELER-NoPairwise-RLOO-Seed3407-s3407,Q4B-LORA-RELER-NoPairwise-RLOO,3407,original,BrightRetrieval,robotics,0.1779
Q4B-LORA-RELER-NoPairwise-RLOO-Seed3407-s3407,Q4B-LORA-RELER-NoPairwise-RLOO,3407,original,BrightRetrieval,stackoverflow,0.2486
Q4B-LORA-RELER-NoPairwise-RLOO-Seed3407-s3407,Q4B-LORA-RELER-NoPairwise-RLOO,3407,original,BrightRetrieval,sustainable_living,0.2715
Q4B-LORA-RELER-NoPairwise-RLOO-Seed3407-s3407,Q4B-LORA-RELER-NoPairwise-RLOO,3407,original,BrightRetrieval,pony,0.0292
Q4B-LORA-RELER-NoPairwise-RLOO-Seed3407-s3407,Q4B-LORA-RELER-NoPairwise-RLOO,3407,original,BrightRetrieval,leetcode,0.1924
Q4B-LORA-RELER-NoPairwise-RLOO-Seed3407-s3407,Q4B-LORA-RELER-NoPairwise-RLOO,3407,original,BrightRetrieval,aops,0.0325
Q4B-LORA-RELER-NoPairwise-RLOO-Seed3407-s3407,Q4B-LORA-RELER-NoPairwise-RLOO,3407,original,BrightRetrieval,theoremqa_theorems,0.4310
Q4B-LORA-RELER-NoPairwise-RLOO-Seed3407-s3407,Q4B-LORA-RELER-NoPairwise-RLOO,3407,original,BrightRetrieval,theoremqa_questions,0.2202
Q4B-LORA-RELER-NoPairwise-RLOO-s42,Q4B-LORA-RELER-NoPairwise-RLOO,42,original,BrightRetrieval,biology,0.3333
Q4B-LORA-RELER-NoPairwise-RLOO-s42,Q4B-LORA-RELER-NoPairwise-RLOO,42,original,BrightRetrieval,earth_science,0.3954
Q4B-LORA-RELER-NoPairwise-RLOO-s42,Q4B-LORA-RELER-NoPairwise-RLOO,42,original,BrightRetrieval,economics,0.2361
Q4B-LORA-RELER-NoPairwise-RLOO-s42,Q4B-LORA-RELER-NoPairwise-RLOO,42,original,BrightRetrieval,psychology,0.3649
Q4B-LORA-RELER-NoPairwise-RLOO-s42,Q4B-LORA-RELER-NoPairwise-RLOO,42,original,BrightRetrieval,robotics,0.1690
Q4B-LORA-RELER-NoPairwise-RLOO-s42,Q4B-LORA-RELER-NoPairwise-RLOO,42,original,BrightRetrieval,stackoverflow,0.2417
Q4B-LORA-RELER-NoPairwise-RLOO-s42,Q4B-LORA-RELER-NoPairwise-RLOO,42,original,BrightRetrieval,sustainable_living,0.2692
Q4B-LORA-RELER-NoPairwise-RLOO-s42,Q4B-LORA-RELER-NoPairwise-RLOO,42,original,BrightRetrieval,pony,0.0429
Q4B-LORA-RELER-NoPairwise-RLOO-s42,Q4B-LORA-RELER-NoPairwise-RLOO,42,original,BrightRetrieval,leetcode,0.1768
Q4B-LORA-RELER-NoPairwise-RLOO-s42,Q4B-LORA-RELER-NoPairwise-RLOO,42,original,BrightRetrieval,aops,0.0378
Q4B-LORA-RELER-NoPairwise-RLOO-s42,Q4B-LORA-RELER-NoPairwise-RLOO,42,original,BrightRetrieval,theoremqa_theorems,0.4369
Q4B-LORA-RELER-NoPairwise-RLOO-s42,Q4B-LORA-RELER-NoPairwise-RLOO,42,original,BrightRetrieval,theoremqa_questions,0.2263
Q4B-LORA-RELER-NoRescale-Seed2026-s2026,Q4B-LORA-RELER-NoRescale,2026,original,BrightRetrieval,biology,0.4289
Q4B-LORA-RELER-NoRescale-Seed2026-s2026,Q4B-LORA-RELER-NoRescale,2026,original,BrightRetrieval,earth_science,0.4553
Q4B-LORA-RELER-NoRescale-Seed2026-s2026,Q4B-LORA-RELER-NoRescale,2026,original,BrightRetrieval,economics,0.3127
Q4B-LORA-RELER-NoRescale-Seed2026-s2026,Q4B-LORA-RELER-NoRescale,2026,original,BrightRetrieval,psychology,0.4087
Q4B-LORA-RELER-NoRescale-Seed2026-s2026,Q4B-LORA-RELER-NoRescale,2026,original,BrightRetrieval,robotics,0.2329
Q4B-LORA-RELER-NoRescale-Seed2026-s2026,Q4B-LORA-RELER-NoRescale,2026,original,BrightRetrieval,stackoverflow,0.3138
Q4B-LORA-RELER-NoRescale-Seed2026-s2026,Q4B-LORA-RELER-NoRescale,2026,original,BrightRetrieval,sustainable_living,0.3308
Q4B-LORA-RELER-NoRescale-Seed2026-s2026,Q4B-LORA-RELER-NoRescale,2026,original,BrightRetrieval,pony,0.0506
Q4B-LORA-RELER-NoRescale-Seed2026-s2026,Q4B-LORA-RELER-NoRescale,2026,original,BrightRetrieval,leetcode,0.1498
Q4B-LORA-RELER-NoRescale-Seed2026-s2026,Q4B-LORA-RELER-NoRescale,2026,original,BrightRetrieval,aops,0.0429
Q4B-LORA-RELER-NoRescale-Seed2026-s2026,Q4B-LORA-RELER-NoRescale,2026,original,BrightRetrieval,theoremqa_theorems,0.4539
Q4B-LORA-RELER-NoRescale-Seed2026-s2026,Q4B-LORA-RELER-NoRescale,2026,original,BrightRetrieval,theoremqa_questions,0.2251
Q4B-LORA-RELER-NoRescale-Seed3407-s3407,Q4B-LORA-RELER-NoRescale,3407,original,BrightRetrieval,biology,0.4103
Q4B-LORA-RELER-NoRescale-Seed3407-s3407,Q4B-LORA-RELER-NoRescale,3407,original,BrightRetrieval,earth_science,0.4535
Q4B-LORA-RELER-NoRescale-Seed3407-s3407,Q4B-LORA-RELER-NoRescale,3407,original,BrightRetrieval,economics,0.3070
Q4B-LORA-RELER-NoRescale-Seed3407-s3407,Q4B-LORA-RELER-NoRescale,3407,original,BrightRetrieval,psychology,0.3837
Q4B-LORA-RELER-NoRescale-Seed3407-s3407,Q4B-LORA-RELER-NoRescale,3407,original,BrightRetrieval,robotics,0.2242
Q4B-LORA-RELER-NoRescale-Seed3407-s3407,Q4B-LORA-RELER-NoRescale,3407,original,BrightRetrieval,stackoverflow,0.3015
Q4B-LORA-RELER-NoRescale-Seed3407-s3407,Q4B-LORA-RELER-NoRescale,3407,original,BrightRetrieval,sustainable_living,0.3348
Q4B-LORA-RELER-NoRescale-Seed3407-s3407,Q4B-LORA-RELER-NoRescale,3407,original,BrightRetrieval,pony,0.0526
Q4B-LORA-RELER-NoRescale-Seed3407-s3407,Q4B-LORA-RELER-NoRescale,3407,original,BrightRetrieval,leetcode,0.1495
Q4B-LORA-RELER-NoRescale-Seed3407-s3407,Q4B-LORA-RELER-NoRescale,3407,original,BrightRetrieval,aops,0.0370
Q4B-LORA-RELER-NoRescale-Seed3407-s3407,Q4B-LORA-RELER-NoRescale,3407,original,BrightRetrieval,theoremqa_theorems,0.4480
Q4B-LORA-RELER-NoRescale-Seed3407-s3407,Q4B-LORA-RELER-NoRescale,3407,original,BrightRetrieval,theoremqa_questions,0.2254
Q4B-LORA-RELER-NoRescale-s42,Q4B-LORA-RELER-NoRescale,42,original,BrightRetrieval,biology,0.3992
Q4B-LORA-RELER-NoRescale-s42,Q4B-LORA-RELER-NoRescale,42,original,BrightRetrieval,earth_science,0.4387
Q4B-LORA-RELER-NoRescale-s42,Q4B-LORA-RELER-NoRescale,42,original,BrightRetrieval,economics,0.3095
Q4B-LORA-RELER-NoRescale-s42,Q4B-LORA-RELER-NoRescale,42,original,BrightRetrieval,psychology,0.3873
Q4B-LORA-RELER-NoRescale-s42,Q4B-LORA-RELER-NoRescale,42,original,BrightRetrieval,robotics,0.2275
Q4B-LORA-RELER-NoRescale-s42,Q4B-LORA-RELER-NoRescale,42,original,BrightRetrieval,stackoverflow,0.3064
Q4B-LORA-RELER-NoRescale-s42,Q4B-LORA-RELER-NoRescale,42,original,BrightRetrieval,sustainable_living,0.3275
Q4B-LORA-RELER-NoRescale-s42,Q4B-LORA-RELER-NoRescale,42,original,BrightRetrieval,pony,0.0527
Q4B-LORA-RELER-NoRescale-s42,Q4B-LORA-RELER-NoRescale,42,original,BrightRetrieval,leetcode,0.1518
Q4B-LORA-RELER-NoRescale-s42,Q4B-LORA-RELER-NoRescale,42,original,BrightRetrieval,aops,0.0372
Q4B-LORA-RELER-NoRescale-s42,Q4B-LORA-RELER-NoRescale,42,original,BrightRetrieval,theoremqa_theorems,0.4437
Q4B-LORA-RELER-NoRescale-s42,Q4B-LORA-RELER-NoRescale,42,original,BrightRetrieval,theoremqa_questions,0.2245
Q4B-LORA-RELER-Seed2026-s2026,Q4B-LORA-RELER,2026,original,BrightRetrieval,biology,0.4333
Q4B-LORA-RELER-Seed2026-s2026,Q4B-LORA-RELER,2026,original,BrightRetrieval,earth_science,0.4588
Q4B-LORA-RELER-Seed2026-s2026,Q4B-LORA-RELER,2026,original,BrightRetrieval,economics,0.3187
Q4B-LORA-RELER-Seed2026-s2026,Q4B-LORA-RELER,2026,original,BrightRetrieval,psychology,0.4265
Q4B-LORA-RELER-Seed2026-s2026,Q4B-LORA-RELER,2026,original,BrightRetrieval,robotics,0.2312
Q4B-LORA-RELER-Seed2026-s2026,Q4B-LORA-RELER,2026,original,BrightRetrieval,stackoverflow,0.3217
Q4B-LORA-RELER-Seed2026-s2026,Q4B-LORA-RELER,2026,original,BrightRetrieval,sustainable_living,0.3439
Q4B-LORA-RELER-Seed2026-s2026,Q4B-LORA-RELER,2026,original,BrightRetrieval,pony,0.0643
Q4B-LORA-RELER-Seed2026-s2026,Q4B-LORA-RELER,2026,original,BrightRetrieval,leetcode,0.1444
Q4B-LORA-RELER-Seed2026-s2026,Q4B-LORA-RELER,2026,original,BrightRetrieval,aops,0.0447
Q4B-LORA-RELER-Seed2026-s2026,Q4B-LORA-RELER,2026,original,BrightRetrieval,theoremqa_theorems,0.4734
Q4B-LORA-RELER-Seed2026-s2026,Q4B-LORA-RELER,2026,original,BrightRetrieval,theoremqa_questions,0.2210
Q4B-LORA-RELER-Seed3407-s3407,Q4B-LORA-RELER,3407,original,BrightRetrieval,biology,0.4381
Q4B-LORA-RELER-Seed3407-s3407,Q4B-LORA-RELER,3407,original,BrightRetrieval,earth_science,0.4667
Q4B-LORA-RELER-Seed3407-s3407,Q4B-LORA-RELER,3407,original,BrightRetrieval,economics,0.3200
Q4B-LORA-RELER-Seed3407-s3407,Q4B-LORA-RELER,3407,original,BrightRetrieval,psychology,0.4275
Q4B-LORA-RELER-Seed3407-s3407,Q4B-LORA-RELER,3407,original,BrightRetrieval,robotics,0.2317
Q4B-LORA-RELER-Seed3407-s3407,Q4B-LORA-RELER,3407,original,BrightRetrieval,stackoverflow,0.3147
Q4B-LORA-RELER-Seed3407-s3407,Q4B-LORA-RELER,3407,original,BrightRetrieval,sustainable_living,0.3503
Q4B-LORA-RELER-Seed3407-s3407,Q4B-LORA-RELER,3407,original,BrightRetrieval,pony,0.0702
Q4B-LORA-RELER-Seed3407-s3407,Q4B-LORA-RELER,3407,original,BrightRetrieval,leetcode,0.1469
Q4B-LORA-RELER-Seed3407-s3407,Q4B-LORA-RELER,3407,original,BrightRetrieval,aops,0.0383
Q4B-LORA-RELER-Seed3407-s3407,Q4B-LORA-RELER,3407,original,BrightRetrieval,theoremqa_theorems,0.4717
Q4B-LORA-RELER-Seed3407-s3407,Q4B-LORA-RELER,3407,original,BrightRetrieval,theoremqa_questions,0.2210
Q4B-LORA-RELER-s42,Q4B-LORA-RELER,42,original,BrightRetrieval,biology,0.4252
Q4B-LORA-RELER-s42,Q4B-LORA-RELER,42,original,BrightRetrieval,earth_science,0.4613
Q4B-LORA-RELER-s42,Q4B-LORA-RELER,42,original,BrightRetrieval,economics,0.3190
Q4B-LORA-RELER-s42,Q4B-LORA-RELER,42,original,BrightRetrieval,psychology,0.4173
Q4B-LORA-RELER-s42,Q4B-LORA-RELER,42,original,BrightRetrieval,robotics,0.2293
Q4B-LORA-RELER-s42,Q4B-LORA-RELER,42,original,BrightRetrieval,stackoverflow,0.3277
Q4B-LORA-RELER-s42,Q4B-LORA-RELER,42,original,BrightRetrieval,sustainable_living,0.3398
Q4B-LORA-RELER-s42,Q4B-LORA-RELER,42,original,BrightRetrieval,pony,0.0621
Q4B-LORA-RELER-s42,Q4B-LORA-RELER,42,original,BrightRetrieval,leetcode,0.1516
Q4B-LORA-RELER-s42,Q4B-LORA-RELER,42,original,BrightRetrieval,aops,0.0404
Q4B-LORA-RELER-s42,Q4B-LORA-RELER,42,original,BrightRetrieval,theoremqa_theorems,0.4660
Q4B-LORA-RELER-s42,Q4B-LORA-RELER,42,original,BrightRetrieval,theoremqa_questions,0.2218
